NaN,0.00731800109988189,0.0673460098712664,0.0522296627661125,0.0277878481420867,NaN,NaN,NaN,NaN,NaN
NaN,0.0494087223532891,0.0373669772577416,0.0206860834673914,0.0239162848688922,NaN,NaN,NaN,NaN,NaN
NaN,0.613855719284127,0.693880109122681,NaN,0.0848310770482108,NaN,NaN,NaN,NaN,NaN
NaN,0.292393519459191,NaN,0.15162460675213,0.153431100207416,NaN,NaN,NaN,NaN,NaN
NaN,0.466119745287313,0.247168260792221,0.2361133771444,0.287209271383503,NaN,NaN,NaN,NaN,NaN
NaN,0.0785675102261418,NaN,0.0193244486540505,0.53933868203958,NaN,NaN,NaN,NaN,NaN
NaN,0.0206187573837616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.436219943966959,0.350934319186688,0.175688925150811,0.194799096629758,NaN,NaN,NaN,NaN,NaN
NaN,0.203523253859301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.313796888163241,0.418065053914714,0.367210822721087,0.100704956697198,NaN,NaN,NaN,NaN,NaN
NaN,0.206745489902596,0.00468017395118053,0.344409781245681,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.306711553099168,0.332432538384027,0.564166496198156,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.334668516110965,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.393128546158481,0.6004337809266,0.116177794265457,NaN,0.195670400023499,NaN,0.224996705027056,0.170196408406991,0.336317978888153
NaN,NaN,0.290968498621733,1.30985186375321,NaN,0.415993532435538,0.422630167660781,NaN,0.237942788176038,0.403097149465598
NaN,0.325864216312331,0.347930599449071,0.250938571154156,0.200588001246154,0.0435265548056404,0.39295158842665,NaN,0.0882639370515387,NaN
NaN,0.523320235624331,0.843982388274248,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.745469193838914,0.631314327648543,0.906130259544476,NaN,NaN,0.448533742486498,0.904575419831327,NaN,NaN
NaN,0.0627358011452632,0.0712455260242681,0.0396286302960812,0.135383487248798,0.173209078073373,0.288987377511172,0.0903472334379823,0.0182068447061719,0.0896597694203911
NaN,0.31571837087893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.0102065618226172,0.0742633312229008,0.0573925947045536,0.0313833439249371,0.0187323830383737,0.0195688105829288,0.0572270583080891,0.0739570038347925,0.132084847243085
NaN,NaN,0.0493144078484648,0.35071018660536,NaN,0.270979763779366,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,0.0355451574951521,0.170545043467692,NaN,0.0533955342387727,0.0672984554374386,0.0731782890757473
NaN,NaN,NaN,NaN,NaN,0.0673796009458966,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,0.110772492054365,NaN,NaN,NaN,NaN,NaN
