NaN,0.0386412981148715,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.179058128554912,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.622918553639945,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.0660750898870487,NaN,0.0260565072445375,NaN,NaN,NaN
NaN,NaN,NaN,0.0980882475697098,0.112387824730629,0.146473462985755,NaN,NaN
NaN,NaN,NaN,0.0556494161398153,NaN,0.0799764068189088,NaN,NaN
NaN,NaN,NaN,NaN,0.137451585591282,NaN,0.216438665385193,NaN
NaN,NaN,NaN,NaN,0.719228518134382,NaN,0.0239758010451134,NaN
NaN,NaN,NaN,NaN,0.0304461469876391,0.0755286899847408,0.15508983477372,0.173168598142021
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.115510208438837
NaN,NaN,NaN,NaN,NaN,NaN,0.0949135674705092,0.100146442000321
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.195966574376764
