0,0.154565192459486,NaN,NaN,NaN,NaN,NaN,NaN
0,0.716232514219649,NaN,NaN,NaN,NaN,NaN,NaN
0,2.49167421455978,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0,0.264300359548195,NaN,0.296388495331299,NaN,NaN,NaN
NaN,NaN,0,0.392352990278839,0.196612437038555,0.583808714677727,NaN,NaN
NaN,NaN,0,0.222597664559261,NaN,0.502003628292849,NaN,NaN
NaN,NaN,0,NaN,1.09961268473026,NaN,0.745668760505516,NaN
NaN,NaN,NaN,0,2.87691407253753,NaN,3.06650855043757,NaN
NaN,NaN,NaN,0,0.121784587950556,0.423827012895595,0.20441496253034,0.494256828731255
NaN,NaN,NaN,NaN,NaN,0,NaN,0.924081667510694
NaN,NaN,NaN,NaN,NaN,0,0.379654269882037,0.580048911797004
NaN,NaN,NaN,NaN,NaN,NaN,0,0.783866297507057
